surface_group_id,source_group_id,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,sample_preparation_notes
SFC_B6F1BA3CA55E,OPEN_TEXTILE_ANTI_WETTING_2019,PET(SB)-Si,polymer_textile,polymeric nonwoven textile,spunbond nonwoven; silane anti-wetting coating,Specimen label PET(SB)-Si; spunbond nonwoven; silane anti-wetting coating.,,spunbond nonwoven,,,,Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.
SFC_ADC096AE0D75,OPEN_TEXTILE_ANTI_WETTING_2019,PET(SB-etch),polymer_textile,polymeric nonwoven textile,spunbond nonwoven; alkaline etching,Specimen label PET(SB-etch); spunbond nonwoven; alkaline etching.,,spunbond nonwoven,,,,Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.
SFC_7E09C519A040,OPEN_TEXTILE_ANTI_WETTING_2019,PET(SB-etch)-f,polymer_textile,polymeric nonwoven textile,spunbond nonwoven; fluorinated anti-wetting coating; alkaline etching,Specimen label PET(SB-etch)-f; spunbond nonwoven; fluorinated anti-wetting coating; alkaline etching.,,spunbond nonwoven,,,,Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.
SFC_FE1BCA204FFA,OPEN_TEXTILE_ANTI_WETTING_2019,PET(SB-etch)-Si,polymer_textile,polymeric nonwoven textile,spunbond nonwoven; silane anti-wetting coating; alkaline etching,Specimen label PET(SB-etch)-Si; spunbond nonwoven; silane anti-wetting coating; alkaline etching.,,spunbond nonwoven,,,,Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.
SFC_01B9AA1C0B74,OPEN_PLA_FILMS_2021,Control on PTFE,polymer_film,PTFE,substrate control; no PLA film,substrate control; no PLA film; source Table 1 condition Control; film preparation and substrate are retained as separate fields.,,bare substrate control,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_B1D8AACA85B5,OPEN_PLA_FILMS_2021,PLA-C on PTFE,polymer_film,PTFE,PLA film cast from chloroform,PLA film cast from chloroform; source Table 1 condition PLA-C; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_662849118DF0,OPEN_PLA_FILMS_2021,PLA-A on PTFE,polymer_film,PTFE,PLA film cast from acetone,PLA film cast from acetone; source Table 1 condition PLA-A; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_29A9F5906DC4,OPEN_PLA_FILMS_2021,PLA-T on PTFE,polymer_film,PTFE,PLA film cast from tetrahydrofuran,PLA film cast from tetrahydrofuran; source Table 1 condition PLA-T; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_4640D599C795,OPEN_PLA_FILMS_2021,Control on Glass,polymer_film,Glass,substrate control; no PLA film,substrate control; no PLA film; source Table 1 condition Control; film preparation and substrate are retained as separate fields.,,bare substrate control,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_869B011AB104,OPEN_PLA_FILMS_2021,PLA-C on Glass,polymer_film,Glass,PLA film cast from chloroform,PLA film cast from chloroform; source Table 1 condition PLA-C; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_52F0F5BD3D6C,OPEN_PLA_FILMS_2021,PLA-A on Glass,polymer_film,Glass,PLA film cast from acetone,PLA film cast from acetone; source Table 1 condition PLA-A; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_8864A171D8DB,OPEN_PLA_FILMS_2021,PLA-T on Glass,polymer_film,Glass,PLA film cast from tetrahydrofuran,PLA film cast from tetrahydrofuran; source Table 1 condition PLA-T; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_CA0DF2A414ED,OPEN_PLA_FILMS_2021,Control on Ti6Al4V,polymer_film,Ti6Al4V,substrate control; no PLA film,substrate control; no PLA film; source Table 1 condition Control; film preparation and substrate are retained as separate fields.,,bare substrate control,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_0FBA62725BE6,OPEN_PLA_FILMS_2021,PLA-C on Ti6Al4V,polymer_film,Ti6Al4V,PLA film cast from chloroform,PLA film cast from chloroform; source Table 1 condition PLA-C; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_84FF6543987A,OPEN_PLA_FILMS_2021,PLA-A on Ti6Al4V,polymer_film,Ti6Al4V,PLA film cast from acetone,PLA film cast from acetone; source Table 1 condition PLA-A; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_91B74A694C1A,OPEN_PLA_FILMS_2021,PLA-T on Ti6Al4V,polymer_film,Ti6Al4V,PLA film cast from tetrahydrofuran,PLA film cast from tetrahydrofuran; source Table 1 condition PLA-T; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_46B777D53533,OPEN_PLA_FILMS_2021,Control on Silicone,polymer_film,Silicone,substrate control; no PLA film,substrate control; no PLA film; source Table 1 condition Control; film preparation and substrate are retained as separate fields.,,bare substrate control,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_2171EA47DB00,OPEN_PLA_FILMS_2021,PLA-C on Silicone,polymer_film,Silicone,PLA film cast from chloroform,PLA film cast from chloroform; source Table 1 condition PLA-C; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_C73C8C6483E4,OPEN_PLA_FILMS_2021,PLA-A on Silicone,polymer_film,Silicone,PLA film cast from acetone,PLA film cast from acetone; source Table 1 condition PLA-A; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_B93E7618C45A,OPEN_PLA_FILMS_2021,PLA-T on Silicone,polymer_film,Silicone,PLA film cast from tetrahydrofuran,PLA film cast from tetrahydrofuran; source Table 1 condition PLA-T; film preparation and substrate are retained as separate fields.,,flat film,,,,Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.
SFC_DDCE904A2E37,OPEN_CARBON_GLYCAN_2016,a-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label a-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_757E5A51849D,OPEN_CARBON_GLYCAN_2016,Glc-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Glc-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_C1B0541D31DE,OPEN_CARBON_GLYCAN_2016,Gal-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Gal-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_1CD855A0B4A5,OPEN_CARBON_GLYCAN_2016,Man-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Man-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_9CBFB90624F8,OPEN_CARBON_GLYCAN_2016,Rha-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Rha-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_73AE050E307F,OPEN_CARBON_GLYCAN_2016,Lac-C,carbon_surface,carbon substrate,glycan functionalization condition,Surface label Lac-C from source Table 4; SFE is angle-derived and not used as an input.,,solid carbon surface,,,,Mean +/- SD extracted from the three static contact-angle columns; reported surface energy is not imported as independent SFE.
SFC_4AD1E95A7848,OPEN_FACEMASK_2023,facemask_A,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species A; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_2C8D133FAE44,OPEN_FACEMASK_2023,facemask_B,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species B; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_61C86B62E941,OPEN_FACEMASK_2023,facemask_C,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species C; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_5D5B39751D66,OPEN_FACEMASK_2023,facemask_D,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species D; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_52742E4E2FF2,OPEN_FACEMASK_2023,facemask_E,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species E; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_98A58E5AB649,OPEN_FACEMASK_2023,facemask_F,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species F; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_804C47F28DD6,OPEN_FACEMASK_2023,facemask_G,textile_composite,reusable facemask fabric,commercial facemask construction,Commercial reusable facemask species G; composition details are not expanded in Table 2.,,fabric surface,,,,Mean (SD) extracted from the three static contact-angle columns; the article reports triplicate measurements and calculated SFE is not imported as independent SFE.
SFC_26BB55DBD67D,OPEN_CHITOSAN_GELATIN_2022,CS-Gel,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_D400AC079E9D,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-5%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-5%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_F1718B0B4710,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-10%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-10%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_C768409105A9,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-15%DAMC,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-15%DAMC; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_21C07DE8FEA5,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-5%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-5%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_4988FD117978,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-10%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-10%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
SFC_728D367B9FEB,OPEN_CHITOSAN_GELATIN_2022,CS-Gel-15%DNCL,biopolymer_film,chitosan-gelatin film,cellulose-nanocrystal crosslinking,Sample formulation CS-Gel-15%DNCL; crosslinker and concentration are encoded in the source sample label.,,dried biopolymer film,,,,Average static contact angles extracted from Table 3; article methods report five measurements per angle and calculated SFE is not imported as independent SFE.
